timestamp,storename,address_original,address_normalize[0],address_normalize[1],最終更新日,url,開設者種別,開設者名,管理者名,歯科一般領域一覧,歯科口腔外科領域一覧,小児歯科領域一覧,矯正歯科領域一覧,施設状況一覧,対応可能ﾅ麻酔治療一覧,在宅医療,連携ﾉ有無,歯科医師(総数|常勤|非常勤),歯科技工士(総数|常勤|非常勤),歯科助手(総数|常勤|非常勤),歯科衛生士(総数|常勤|非常勤),前年度1日平均外来患者数,緯度,経度,page,診療科
2023-09-03,医療法人 萌和会 すずき歯科クリニック,加賀市作見町ニ41-4,石川県加賀市作見町ﾆ41-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231029,医療法人,医療法人 萌和会,鈴木 一,"[歯科領域の一次診療, na]",na,na,na,"[身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,2|-|-,55,36.31927,136.35609,18,"[歯科一般, 矯正歯科, 口腔外科, 小児歯科, ]"
2023-09-03,医療法人 矢原歯科医院,野々市市本町5-2-15,石川県野々市市本町五丁目2-15,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130041,医療法人,医療法人 矢原歯科医院,矢原 憲一,"[歯科領域の一次診療, 無]",無,na,na,"[スロープ, 身体障害者用トイレ, ]",na,na,na,4|-|-,3|-|-,na|-|-,7|-|-,55,36.531523,136.610457,18,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, 小児矯正歯科, ]"
2023-09-03,医療法人 悠真美 野田歯科・矯正歯科,小松市西軽海町1-45,石川県小松市西軽海町一丁目45,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132032,医療法人,医療法人 悠真美,野田 真,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,na,"[病院との連携, 薬局との連携, ]",2|-|-,1|-|-,na|-|-,3|-|-,40,36.405376,136.448795,18,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-03,医療法人スマイルクリエイション矯正歯科石井クリニック,小松市日の出町1丁目176NABEビル2F,石川県小松市日ﾉ出町一丁目176,nabeﾋﾞﾙ2f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132004,医療法人,医療法人スマイルクリエイション,石井 一裕,"[歯科領域の一次診療, na]",na,na,予約診療有：初診・再診,na,na,na,na,4|-|-,1|-|-,na|-|-,2|-|-,20,36.401303,136.453881,18,"[矯正歯科, ]"
2023-09-03,医療法人金沢皓歯会 金沢皓歯会歯科クリニック,金沢市野町4-6-1,石川県金沢市野町四丁目6-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=411,医療法人,金沢皓歯会,出村 昇,"[歯科領域の一次診療, 成人の歯科矯正治療, 唇顎口蓋裂の歯科矯正治療, 顎変形症の歯科矯正治療, 摂食機能障害の治療, 予約診療有：初診]","[顎変形症治療, 唇顎口蓋裂治療, na]",予約診療有：初診,予約診療有：初診,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,4|-|-,15,36.55409576735391,136.6459283,18,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-03,医療法人康和会あい歯科医院,金沢市松島2丁目231番地,石川県金沢市松島二丁目231,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130052,医療法人,医療法人康和会,清水 泰平,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 訪問看護ステーションとの連携, 居宅介護支援事業所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,10,36.565366,136.604068,19,"[歯科, ]"
2023-09-03,医療法人社団 翠琥 キビキノ歯科医院,金沢市寺中町ト４番地,石川県金沢市寺中町ﾄ4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=430,医療法人, 翠琥,村田 淳,"[歯科領域の一次診療, 成人の歯科矯正治療, 唇顎口蓋裂の歯科矯正治療, 顎変形症の歯科矯正治療, 障害者の歯科治療, 摂食機能障害の治療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, 顎変形症治療, 顎骨骨折治療, 口唇・舌もしくは口腔粘膜の炎症、外傷又は腫瘍の治療, 唇顎口蓋裂治療, 予約診療有：初診・再診]",予約診療有：初診・再診,na,na,"[神経ブロック, ]",na,na,na|-|-,na|-|-,na|-|-,2|-|-,na,36.59981930000001,136.60206889999995,19,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-03,医療法人社団 津田歯科医院,金沢市長坂1-1-1,石川県金沢市長坂一丁目1-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130190,医療法人, 津田歯科医院,津田 幸夫,"[歯科領域の一次診療, 障害者の歯科治療, 無]",na,na,na,na,na,na,"[病院との連携, 診療所との連携, 薬局との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,15,36.54017,136.659241,19,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,医療法人社団  木元歯科クリニック,七尾市北藤橋町ロ部296,石川県七尾市北藤橋町ﾛ部296,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130008,医療法人,  木元歯科クリニック,木元 喜久治,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,1|-|-,na|-|-,3|-|-,55,37.044144,136.96188,19,"[歯科, ]"
2023-09-03,医療法人社団 しおむら歯科医院,能美市寺井町ロ43-1,石川県能美市寺井町ﾛ43-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1133053,医療法人, しおむら歯科医院,塩村 英樹,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, 身体障害者用トイレ, 車椅子利用者用駐車場, ]",na,na,na,1|-|-,2|-|-,na|-|-,1|-|-,45,36.44401,136.490678,19,"[歯科, 小児歯科, ]"
2023-09-03,医療法人社団 はせがわ歯科・矯正歯科,野々市市押越1-502,石川県野々市市押越一丁目502,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130033,医療法人, はせがわ歯科・矯正歯科,長谷川 雄一,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,4|-|-,30,36.539922,136.611526,19,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,医療法人社団 アネスティ 浜田歯科クリニック,かほく市宇野気チ112,石川県ｶﾎｸ市宇野気ﾁ112,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230022,医療法人, アネスティ 浜田歯科クリニック,濱田 久,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,3|-|-,na|-|-,na|-|-,5|-|-,40,36.721433,136.700966,19,"[歯科, 小児矯正歯科, 矯正歯科, ]"
2023-09-03,医療法人社団 マルト歯科医院,輪島市門前町走出2の90の4,石川県輪島市門前町走出2-90-4,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130008,医療法人, マルト歯科医院,星野 伸也,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, ]",1|-|-,na|-|-,na|-|-,2|-|-,30,37.290255,136.770097,19,"[歯科, ]"
2023-09-03,医療法人社団 岡本歯科医院,鳳珠郡能登町字崎山2-4-2,石川県鳳珠郡能登町字崎山二丁目4-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130020,医療法人, 岡本歯科医院,岡本 俊樹,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]",na,1|-|-,na|-|-,na|-|-,na|-|-,20,37.303254,137.147795,19,"[歯科, ]"
2023-09-03,医療法人社団 角歯科医院,輪島市河井町2-106,石川県輪島市河井町2-106,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130002,医療法人, 角歯科医院,角 秀人,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",2|-|-,na|-|-,na|-|-,3|-|-,35,37.39494,136.903242,19,"[歯科, ]"
2023-09-03,医療法人社団 吉本歯科医院,白山市東新町65-1,石川県白山市東新町65-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130022,医療法人, 吉本歯科医院,吉本 遊久人,"[歯科領域の一次診療, 無]",無,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,30,36.52354,136.567129,20,"[歯科, 小児歯科, 歯科口腔外科, ]"
2023-09-03,医療法人社団 牛村歯科医院,野々市市稲荷2－51,石川県野々市市稲荷二丁目51,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=308,医療法人,医療法人牛村医院 理事長 牛村 秀夫,牛村 秀夫,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,予約診療有：初診・再診,na,na,na,na,na,2|-|-,1|-|-,na|-|-,3|-|-,na,36.532614,136.6033772,20,"[歯科, 小児歯科, ]"
2023-09-03,医療法人社団 敬清会 杉原歯科医院,七尾市藤橋町申３６番地の５,石川県七尾市藤橋町申36-5,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130014,医療法人, 敬清会 杉原歯科医院,杉原 徹,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,1|-|-,na|-|-,5|-|-,33,37.041060677624266,136.9552161,20,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,医療法人社団 桂美会 ２５歯科,金沢市増泉2-7-43,石川県金沢市増泉二丁目7-43,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=413,医療法人, 桂美会,松井秀人,"[歯科領域の一次診療, 成人の歯科矯正治療, 障害者の歯科治療, na]","[埋伏歯抜歯, 顎関節症治療, 顎骨骨折治療, na]",na,na,"[スロープ, ]",na,na,na,1|-|-,na|-|-,na|-|-,3|-|-,45,36.55935278285649,136.6410312,20,na
2023-09-03,医療法人社団 向歯科医院,金沢市西念4-4-25,石川県金沢市西念四丁目4-25,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130012,個人,向 弘之,向 弘之,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,25,36.585282,136.636689,20,"[歯科, ]"
2023-09-03,医療法人社団 溝口デンタルオフィス,金沢市片町1-4-18，トークタテマチビル２～５Ｆ,石川県金沢市片町一丁目4-18, ﾄｰｸﾀﾃﾏﾁﾋﾞﾙ2~5f,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130122,医療法人, 溝口デンタルオフィス,溝口 尚,"[歯科領域の一次診療, 成人の歯科矯正治療, 予約診療有：初診・再診]","[顎関節症治療, 予約診療有：初診・再診]",予約診療有：初診・再診,予約診療有：初診・再診,na,na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",7|-|-,5|-|-,na|-|-,14|-|-,70,36.560754,136.653405,20,"[歯科, 歯科口腔外科, 小児歯科, 矯正歯科, ]"
2023-09-03,医療法人社団 崎川歯科医院,白山市倉光六丁目30番地,石川県白山市倉光六丁目30,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130007,医療法人, 崎川歯科医院,崎川 英彦,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,4|-|-,40,36.516987,136.568148,20,"[歯科, ]"
2023-09-03,医療法人社団 室木歯科口腔外科医院,七尾市中島町浜田耕100番地1,石川県七尾市中島町浜田耕100-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130028,医療法人, 室木歯科口腔外科医院,室木 俊美,"[歯科領域の一次診療, 障害者の歯科治療, na]",無,na,na,"[スロープ, 車椅子利用者用駐車場, ]",na,na,"[病院との連携, 薬局との連携, ]",2|-|-,1|-|-,na|-|-,2|-|-,60,37.112358,136.849697,20,"[歯科口腔外科, 小児歯科, 一般歯科, 矯正歯科, ]"
2023-09-03,医療法人社団 十二一会 天日歯科医院,加賀市大聖寺新屋敷町14-1,石川県加賀市大聖寺新屋敷町14-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1231030,医療法人, 十二一会 天日歯科医院,天日 喜代治,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,2|-|-,1|-|-,na|-|-,2|-|-,37,36.303894,136.310313,20,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-03,医療法人社団 小嶋歯科医院,小松市今江町7-217,石川県小松市今江町七丁目217,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132013,個人,理事長 小嶋 俊秀,小嶋 俊秀,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,1|-|-,na|-|-,2|-|-,30,36.38149,136.436355,20,"[歯科, ]"
2023-09-04,医療法人社団 祥幸会 ふじい歯科クリニック,野々市市御経塚3丁目210,石川県野々市市御経塚三丁目210,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130036,医療法人, 祥幸会,藤井 正行,"[歯科領域の一次診療, 無]",無,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,30,36.548513,136.598385,21,"[歯科, 歯科口腔外科, 矯正歯科, 小児歯科, ]"
2023-09-04,医療法人社団 笑幸会 スマイル歯科,小松市土居原町760,石川県小松市土居原町760,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132019,個人,打田 吉輝,打田 吉輝,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,na|-|-,na|-|-,3|-|-,45,36.404845,136.451925,21,"[歯科, 小児歯科, 小児矯正歯科, ]"
2023-09-04,医療法人社団 真舘歯科医院,野々市市御経塚5丁目51番地,石川県野々市市御経塚五丁目51,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130039,医療法人, 真舘歯科医院,真舘 修一郎,"[歯科領域の一次診療, 予約診療有：初診・再診]",予約診療有：初診・再診,予約診療有：初診・再診,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, ]",1|-|-,1|-|-,na|-|-,5|-|-,40,36.546226,136.601394,21,"[歯科, 歯科口腔外科, 小児歯科, ]"
2023-09-04,医療法人社団 泰聖会 西野歯科医院,七尾市矢田新町ニ部104番地1,石川県七尾市矢田新町ﾆ部104-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130019,医療法人, 泰聖会,西野 二郎,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,38,37.047419,136.978,21,"[歯科, 矯正歯科, 口腔外科, ]"
2023-09-04,医療法人社団 中本歯科医院,河北郡内灘町アカシア1-28,石川県河北郡内灘町字ｱｶｼｱ一丁目28,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2230013,医療法人, 中本歯科医院,中本 亮夫,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,2|-|-,1|-|-,na|-|-,5|-|-,40,36.632618,136.635696,21,"[歯科, ]"
2023-09-04,医療法人社団 朝日会 マダチ歯科医院,七尾市飯川町101-76-33,石川県七尾市飯川町101-76-33,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130024,医療法人, 朝日会,真舘 藤夫,"[歯科領域の一次診療, 無]",na,na,na,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,na|-|-,na|-|-,1|-|-,40,37.00813,136.931888,21,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,医療法人社団 辻歯科医院,小松市島田町ト100-2,石川県小松市島田町ﾄ100-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132025,医療法人, 辻歯科医院,辻 美一,"[歯科領域の一次診療, 無]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,1|-|-,20,36.420847,136.457231,21,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,医療法人社団 能登歯科医院,鹿島郡中能登町能登部上乙12-1,石川県鹿島郡中能登町能登部上乙12-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130106,医療法人, 能登歯科医院,中村 哲,"[歯科領域の一次診療, 予約診療有：初診・再診]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,5,36.96135,136.872053,21,"[歯科, ]"
2023-09-04,医療法人社団 馬場歯科医院,白山市石同新町２４５－１,石川県白山市石同新町245-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130016,医療法人,,馬場 正治,"[歯科領域の一次診療, 障害者の歯科治療, 予約診療有：初診・再診]","[埋伏歯抜歯, 顎関節症治療, na]",na,na,"[スロープ, ]",na,"[歯科訪問診療, ]",na,2|-|-,1|-|-,na|-|-,5|-|-,50,36.51904,136.570638,21,"[歯科, ]"
2023-09-04,医療法人社団 美能里会 はしもとデンタルクリニック,鳳珠郡能登町宇出津新港2-24-1,石川県鳳珠郡能登町字宇出津新港二丁目24-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=4130023,医療法人, 美能里会,橋本 文生,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[診療所との連携, ]",1|-|-,1|-|-,na|-|-,na|-|-,25,37.298925,137.146312,21,"[歯科, 矯正歯科, 小児歯科, ]"
2023-09-04,医療法人社団 浜野歯科医院,小松市白嶺町2-23,石川県小松市白嶺町二丁目23,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132036,医療法人, 浜野歯科医院,浜野 純也,"[歯科領域の一次診療, 無]","[顎骨骨折治療, 無]",na,na,na,na,na,"[病院との連携, 診療所との連携, ]",2|-|-,3|-|-,na|-|-,6|-|-,90,36.390201,136.449117,22,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, 小児矯正歯科, ]"
2023-09-04,医療法人社団 木山歯科医院,七尾市中島町浜田ソ部68番地1,石川県七尾市中島町浜田ｿ部68-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=3130009,医療法人, 木山歯科医院,木山 一彦,"[歯科領域の一次診療, 無]",na,na,na,na,na,"[歯科訪問診療, ]","[病院との連携, 診療所との連携, 訪問看護ステーションとの連携, ]",2|-|-,na|-|-,na|-|-,na|-|-,17,37.115848,136.850556,22,"[歯科, 小児歯科, 矯正歯科, 口腔外科, ]"
2023-09-04,医療法人社団かけむら かけむら歯科,白山市北安田町970-1,石川県白山市北安田町970-1,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=2130005,医療法人,かけむら,掛村 千吾,"[歯科領域の一次診療, 予約診療有：初診・再診]","[顎関節症治療, na]",予約診療有：初診・再診,予約診療有：初診・再診,"[スロープ, ]",na,"[歯科訪問診療, 訪問歯科衛生指導, ]","[病院との連携, 診療所との連携, ]",1|-|-,1|-|-,na|-|-,5|-|-,40,36.525665,136.55294,22,"[歯科, 小児歯科, 矯正歯科, ]"
2023-09-04,医療法人社団きた歯科医院,小松市今江町2-403-2,石川県小松市今江町二丁目403-2,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=1132011,医療法人,きた歯科医院,北 登代志,"[歯科領域の一次診療, 無]",無,na,na,na,na,na,"[病院との連携, ]",1|-|-,1|-|-,na|-|-,2|-|-,na,36.383227,136.441237,22,"[歯科, 小児歯科, 矯正歯科, 歯科口腔外科, ]"
2023-09-04,医療法人社団しおはま矯正歯科,金沢市寺地1-20-20,石川県金沢市寺地一丁目20-20,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=5130218,医療法人, しおはま矯正歯科,塩濱 靖宜,"[歯科領域の一次診療, na]",na,na,na,na,na,na,na,1|-|-,na|-|-,na|-|-,na|-|-,12,36.53496775889779,136.64175081349185,22,"[矯正歯科, ]"
2023-09-04,医療法人社団すぎおか歯科クリニック,金沢市泉野出町４−１３−１１,石川県金沢市泉野出町四丁目13-11,,na,http://i-search.pref.ishikawa.jp/detail.php?rd_no=405,医療法人,すぎおか歯科クリニック,椙岡 宣好,"[歯科領域の一次診療, 成人の歯科矯正治療, na]","[埋伏歯抜歯, 顎関節症治療, na]",na,na,na,na,na,na,1|-|-,1|-|-,na|-|-,2|-|-,20,36.53507645474139,136.6518042441803,22,na
